Date,Open,High,Low,Close,Volume,Daily_Return,cumprod,3 days,3 momentum,3 momentum cumprod
1991-04-23,637.84,637.84,637.84,637.84,,1.036110525,6.3784,1,0.991831807,10.03518823
1991-04-24,632.63,632.63,632.63,632.63,,0.991831807,6.3263,1,0.990088994,9.935729417
1991-04-25,626.36,626.36,626.36,626.36,,0.990088994,6.2636,1,1.012660451,10.06152023
1991-04-26,634.29,634.29,634.29,634.29,,1.012660451,6.3429,0,,10.06152023
1991-04-27,638.71,638.71,638.71,638.71,,1.006968421,6.3871,1,1.009221713,10.15430468
1991-04-29,644.6,644.6,644.6,644.6,,1.009221713,6.446,1,1.001566863,10.17021508
1991-04-30,645.61,645.61,645.61,645.61,,1.001566863,6.4561,1,0.998110314,10.15099657
1991-05-01,644.39,644.39,644.39,644.39,,0.998110314,6.4439,1,1.012228619,10.27512925
1991-05-02,652.27,652.27,652.27,652.27,,1.012228619,6.5227,1,0.995140049,10.22519263
1991-05-03,649.1,649.1,649.1,649.1,,0.995140049,6.491,1,0.994453859,10.16848227
1991-05-04,645.5,645.5,645.5,645.5,,0.994453859,6.455,1,0.992439969,10.09160823
1991-05-06,640.62,640.62,640.62,640.62,,0.992439969,6.4062,0,,10.09160823
1991-05-07,635.17,635.17,635.17,635.17,,0.991492617,6.3517,0,,10.09160823
1991-05-08,631.12,631.12,631.12,631.12,,0.993623754,6.3112,0,,10.09160823
1991-05-09,634.72,634.72,634.72,634.72,,1.005704145,6.3472,0,,10.09160823
1991-05-10,629.83,629.83,629.83,629.83,,0.992295815,6.2983,0,,10.09160823
1991-05-11,629.17,629.17,629.17,629.17,,0.998952098,6.2917,0,,10.09160823
1991-05-13,630.84,630.84,630.84,630.84,,1.002654291,6.3084,0,,10.09160823
1991-05-14,638.61,638.61,638.61,638.61,,1.012316911,6.3861,1,0.989915598,9.989840392
1991-05-15,632.17,632.17,632.17,632.17,,0.989915598,6.3217,1,1.005188478,10.04167246
1991-05-16,635.45,635.45,635.45,635.45,,1.005188478,6.3545,1,1.001731057,10.05905516
1991-05-17,636.55,636.55,636.55,636.55,,1.001731057,6.3655,0,,10.05905516
1991-05-18,636.38,636.38,636.38,636.38,,0.999732935,6.3638,1,0.987947453,9.937817924
1991-05-20,628.71,628.71,628.71,628.71,,0.987947453,6.2871,0,,9.937817924
1991-05-22,624.32,624.32,624.32,624.32,,0.993017448,6.2432,0,,9.937817924
1991-05-23,624.89,624.89,624.89,624.89,,1.000912993,6.2489,0,,9.937817924
1991-05-24,619.29,619.29,619.29,619.29,,0.991038423,6.1929,0,,9.937817924
1991-05-25,617.29,617.29,617.29,617.29,,0.996770495,6.1729,0,,9.937817924
1991-05-27,617.3,617.3,617.3,617.3,,1.0000162,6.173,0,,9.937817924
1991-05-28,613.82,613.82,613.82,613.82,,0.994362547,6.1382,0,,9.937817924
1991-05-29,612.33,612.33,612.33,612.33,,0.997572578,6.1233,0,,9.937817924
1991-05-30,613.74,613.74,613.74,613.74,,1.00230268,6.1374,0,,9.937817924
1991-05-31,611.35,611.35,611.35,611.35,,0.996105843,6.1135,0,,9.937817924
1991-06-01,612.47,612.47,612.47,612.47,,1.001832011,6.1247,1,0.987983085,9.81839601
1991-06-03,605.11,605.11,605.11,605.11,,0.987983085,6.0511,0,,9.81839601
1991-06-04,601.19,601.19,601.19,601.19,,0.993521839,6.0119,0,,9.81839601
1991-06-05,613.31,613.31,613.31,613.31,,1.020160016,6.1331,1,0.984934209,9.670474112
1991-06-07,604.07,604.07,604.07,604.07,,0.984934209,6.0407,0,,9.670474112
1991-06-08,605.6,605.6,605.6,605.6,,1.002532819,6.056,1,1.001568692,9.68564411
1991-06-10,606.55,606.55,606.55,606.55,,1.001568692,6.0655,0,,9.68564411
1991-06-11,607.85,607.85,607.85,607.85,,1.002143269,6.0785,1,1.005116394,9.73519968
1991-06-12,610.96,610.96,610.96,610.96,,1.005116394,6.1096,1,0.998510541,9.720699497
1991-06-13,610.05,610.05,610.05,610.05,,0.998510541,6.1005,1,1.005999508,9.779018913
1991-06-14,613.71,613.71,613.71,613.71,,1.005999508,6.1371,1,0.999771879,9.776788116
1991-06-15,613.57,613.57,613.57,613.57,,0.999771879,6.1357,1,0.992176932,9.700303635
1991-06-17,608.77,608.77,608.77,608.77,,0.992176932,6.0877,0,,9.700303635
1991-06-18,606.79,606.79,606.79,606.79,,0.99674754,6.0679,0,,9.700303635
1991-06-19,604.27,604.27,604.27,604.27,,0.995846998,6.0427,0,,9.700303635
1991-06-21,597.69,597.69,597.69,597.69,,0.989110828,5.9769,0,,9.700303635
1991-06-22,590.57,590.57,590.57,590.57,,0.98808747,5.9057,0,,9.700303635
1991-06-24,593.05,593.05,593.05,593.05,,1.004199333,5.9305,0,,9.700303635
1991-06-25,595.21,595.21,595.21,595.21,,1.003642189,5.9521,0,,9.700303635
1991-06-26,597.6,597.6,597.6,597.6,,1.00401539,5.976,1,1.008383534,9.781626462
1991-06-27,602.61,602.61,602.61,602.61,,1.008383534,6.0261,1,0.999983406,9.781464141
1991-06-28,602.6,602.6,602.6,602.6,,0.999983406,6.026,1,1.0044308,9.824803851
1991-06-29,605.27,605.27,605.27,605.27,,1.0044308,6.0527,1,1.019214565,10.01358319
1991-07-01,616.9,616.9,616.9,616.9,,1.019214565,6.169,1,0.991489707,9.928364656
1991-07-02,611.65,611.65,611.65,611.65,,0.991489707,6.1165,1,0.985579989,9.785197524
1991-07-03,602.83,602.83,602.83,602.83,,0.985579989,6.0283,0,,9.785197524
1991-07-04,603.37,603.37,603.37,603.37,,1.000895775,6.0337,0,,9.785197524
1991-07-05,614.58,614.58,614.58,614.58,,1.018578981,6.1458,1,0.993247421,9.719122205
1991-07-06,610.43,610.43,610.43,610.43,,0.993247421,6.1043,1,1.011057779,9.82659411
1991-07-08,617.18,617.18,617.18,617.18,,1.011057779,6.1718,1,0.995528047,9.782650042
1991-07-09,614.42,614.42,614.42,614.42,,0.995528047,6.1442,0,,9.782650042
1991-07-10,614.15,614.15,614.15,614.15,,0.999560561,6.1415,1,1.012358544,9.903549356
1991-07-11,621.74,621.74,621.74,621.74,,1.012358544,6.2174,1,1.016148229,10.06347414
1991-07-12,631.78,631.78,631.78,631.78,,1.016148229,6.3178,1,1.007470955,10.1386579
1991-07-13,636.5,636.5,636.5,636.5,,1.007470955,6.365,1,0.997973291,10.1181098
1991-07-15,635.21,635.21,635.21,635.21,,0.997973291,6.3521,1,1.001464083,10.13292355
1991-07-16,636.14,636.14,636.14,636.14,,1.001464083,6.3614,1,1.023784073,10.37392574
1991-07-18,651.27,651.27,651.27,651.27,,1.023784073,6.5127,1,0.998142092,10.35465194
1991-07-19,650.06,650.06,650.06,650.06,,0.998142092,6.5006,1,1.004122696,10.39734102
1991-07-20,652.74,652.74,652.74,652.74,,1.004122696,6.5274,1,1.010341024,10.50486017
1991-07-22,659.49,659.49,659.49,659.49,,1.010341024,6.5949,1,0.998150086,10.48542708
1991-07-23,658.27,658.27,658.27,658.27,,0.998150086,6.5827,1,1.011894815,10.6101493
1991-07-24,666.1,666.1,666.1,666.1,,1.011894815,6.661,1,0.997327729,10.5817961
1991-07-25,664.32,664.32,664.32,664.32,,0.997327729,6.6432,1,1.015083092,10.74140231
1991-07-26,674.34,674.34,674.34,674.34,,1.015083092,6.7434,1,1.027997746,11.04213736
1991-07-27,693.22,693.22,693.22,693.22,,1.027997746,6.9322,1,1.030365541,11.37743783
1991-07-29,714.27,714.27,714.27,714.27,,1.030365541,7.1427,1,1.028294622,11.69935814
1991-07-30,734.48,734.48,734.48,734.48,,1.028294622,7.3448,1,0.976241695,11.42140122
1991-07-31,717.03,717.03,717.03,717.03,,0.976241695,7.1703,1,0.997099145,11.38826939
1991-08-01,714.95,714.95,714.95,714.95,,0.997099145,7.1495,1,1.025288482,11.67626143
1991-08-02,733.03,733.03,733.03,733.03,,1.025288482,7.3303,0,,11.67626143
1991-08-03,748.15,748.15,748.15,748.15,,1.020626714,7.4815,1,1.013406402,11.83279809
1991-08-05,758.18,758.18,758.18,758.18,,1.013406402,7.5818,1,1.006489224,11.90958377
1991-08-06,763.1,763.1,763.1,763.1,,1.006489224,7.631,1,0.97191718,11.57512908
1991-08-07,741.67,741.67,741.67,741.67,,0.97191718,7.4167,0,,11.57512908
1991-08-08,738.1,738.1,738.1,738.1,,0.995186538,7.381,0,,11.57512908
1991-08-09,745.13,745.13,745.13,745.13,,1.009524455,7.4513,0,,11.57512908
1991-08-10,721.58,721.58,721.58,721.58,,0.968394777,7.2158,0,,11.57512908
1991-08-12,706.06,706.06,706.06,706.06,,0.978491643,7.0606,0,,11.57512908
1991-08-13,709.67,709.67,709.67,709.67,,1.00511288,7.0967,0,,11.57512908
1991-08-14,693.12,693.12,693.12,693.12,,0.976679302,6.9312,0,,11.57512908
1991-08-16,702.25,702.25,702.25,702.25,,1.013172322,7.0225,0,,11.57512908
1991-08-17,698.95,698.95,698.95,698.95,,0.995300819,6.9895,0,,11.57512908
1991-08-19,669.62,669.62,669.62,669.62,,0.958037056,6.6962,0,,11.57512908
1991-08-20,686.1,686.1,686.1,686.1,,1.024610973,6.861,0,,11.57512908
1991-08-21,690.06,690.06,690.06,690.06,,1.005771753,6.9006,0,,11.57512908
1991-08-22,716.95,716.95,716.95,716.95,,1.038967626,7.1695,1,0.978701444,11.32859554
1991-08-23,701.68,701.68,701.68,701.68,,0.978701444,7.0168,1,0.994384905,11.26498439
1991-08-24,697.74,697.74,697.74,697.74,,0.994384905,6.9774,1,1.004672227,11.31761696
1991-08-26,701,701,701,701,,1.004672227,7.01,0,,11.31761696
1991-08-27,690.34,690.34,690.34,690.34,,0.984793153,6.9034,0,,11.31761696
1991-08-28,692.28,692.28,692.28,692.28,,1.002810209,6.9228,0,,11.31761696
1991-08-29,685.44,685.44,685.44,685.44,,0.990119605,6.8544,0,,11.31761696
1991-08-30,686.21,686.21,686.21,686.21,,1.001123366,6.8621,0,,11.31761696
1991-08-31,683.11,683.11,683.11,683.11,,0.995482432,6.8311,0,,11.31761696
1991-09-02,675.12,675.12,675.12,675.12,,0.988303494,6.7512,0,,11.31761696
1991-09-03,675.67,675.67,675.67,675.67,,1.00081467,6.7567,0,,11.31761696
1991-09-04,683.54,683.54,683.54,683.54,,1.011647698,6.8354,1,0.987228253,11.17307122
1991-09-05,674.81,674.81,674.81,674.81,,0.987228253,6.7481,0,,11.17307122
1991-09-06,674.94,674.94,674.94,674.94,,1.000192647,6.7494,0,,11.17307122
1991-09-07,681.9,681.9,681.9,681.9,,1.010312028,6.819,0,,11.17307122
1991-09-09,689.25,689.25,689.25,689.25,,1.010778707,6.8925,1,0.999187523,11.16399336
1991-09-10,688.69,688.69,688.69,688.69,,0.999187523,6.8869,1,1.002933105,11.19673852
1991-09-11,690.71,690.71,690.71,690.71,,1.002933105,6.9071,1,0.989286386,11.07678099
1991-09-12,683.31,683.31,683.31,683.31,,0.989286386,6.8331,0,,11.07678099
1991-09-13,680.85,680.85,680.85,680.85,,0.996399877,6.8085,0,,11.07678099
1991-09-14,688.71,688.71,688.71,688.71,,1.011544393,6.8871,0,,11.07678099
1991-09-16,685.34,685.34,685.34,685.34,,0.995106794,6.8534,1,0.99651268,11.03815271
1991-09-17,682.95,682.95,682.95,682.95,,0.99651268,6.8295,1,1.00371916,11.07920536
1991-09-18,685.49,685.49,685.49,685.49,,1.00371916,6.8549,0,,11.07920536
1991-09-19,683.7,683.7,683.7,683.7,,0.997388729,6.837,0,,11.07920536
1991-09-20,689.04,689.04,689.04,689.04,,1.007810443,6.8904,1,0.992583885,10.9970407
1991-09-24,683.93,683.93,683.93,683.93,,0.992583885,6.8393,0,,10.9970407
1991-09-25,680.3,680.3,680.3,680.3,,0.994692439,6.803,0,,10.9970407
1991-09-26,679.48,679.48,679.48,679.48,,0.998794649,6.7948,0,,10.9970407
1991-09-27,685.21,685.21,685.21,685.21,,1.008432919,6.8521,1,1.009529925,11.10184167
1991-09-28,691.74,691.74,691.74,691.74,,1.009529925,6.9174,1,1.019284702,11.31593738
1991-09-30,705.08,705.08,705.08,705.08,,1.019284702,7.0508,1,1.002198332,11.34081357
1991-10-01,706.63,706.63,706.63,706.63,,1.002198332,7.0663,1,0.997948007,11.3175423
1991-10-02,705.18,705.18,705.18,705.18,,0.997948007,7.0518,1,1.021767492,11.56389681
1991-10-04,720.53,720.53,720.53,720.53,,1.021767492,7.2053,1,0.988883183,11.43534309
1991-10-05,712.52,712.52,712.52,712.52,,0.988883183,7.1252,1,1.001908718,11.45716994
1991-10-07,713.88,713.88,713.88,713.88,,1.001908718,7.1388,1,0.991413123,11.35878862
1991-10-08,707.75,707.75,707.75,707.75,,0.991413123,7.0775,0,,11.35878862
1991-10-09,709.38,709.38,709.38,709.38,,1.002303073,7.0938,0,,11.35878862
1991-10-10,715.41,715.41,715.41,715.41,,1.008500381,7.1541,1,0.990061643,11.24590093
1991-10-11,708.3,708.3,708.3,708.3,,0.990061643,7.083,1,0.991091345,11.14571508
1991-10-12,701.99,701.99,701.99,701.99,,0.991091345,7.0199,0,,11.14571508
1991-10-14,703.81,703.81,703.81,703.81,,1.00259263,7.0381,0,,11.14571508
1991-10-15,700.18,700.18,700.18,700.18,,0.994842358,7.0018,0,,11.14571508
1991-10-16,692.06,692.06,692.06,692.06,,0.988402982,6.9206,0,,11.14571508
1991-10-17,695.76,695.76,695.76,695.76,,1.005346357,6.9576,0,,11.14571508
1991-10-18,696.53,696.53,696.53,696.53,,1.001106703,6.9653,0,,11.14571508
1991-10-19,698.24,698.24,698.24,698.24,,1.002455027,6.9824,1,1.026394936,11.43990551
1991-10-21,716.67,716.67,716.67,716.67,,1.026394936,7.1667,1,0.990539579,11.33167919
1991-10-22,709.89,709.89,709.89,709.89,,0.990539579,7.0989,1,1.00629675,11.40303194
1991-10-23,714.36,714.36,714.36,714.36,,1.00629675,7.1436,1,0.995702447,11.35402681
1991-10-24,711.29,711.29,711.29,711.29,,0.995702447,7.1129,0,,11.35402681
1991-10-25,708.07,708.07,708.07,708.07,,0.995473014,7.0807,0,,11.35402681
1991-10-26,701.81,701.81,701.81,701.81,,0.991159066,7.0181,0,,11.35402681
1991-10-28,693.09,693.09,693.09,693.09,,0.987574985,6.9309,0,,11.35402681
1991-10-29,694.45,694.45,694.45,694.45,,1.001962227,6.9445,0,,11.35402681
1991-10-30,700.38,700.38,700.38,700.38,,1.008539132,7.0038,0,,11.35402681
1991-10-31,695.94,695.94,695.94,695.94,,0.993660584,6.9594,1,0.990487686,11.24602374
1991-11-01,689.32,689.32,689.32,689.32,,0.990487686,6.8932,0,,11.24602374
1991-11-02,684.72,684.72,684.72,684.72,,0.993326757,6.8472,0,,11.24602374
1991-11-04,669.92,669.92,669.92,669.92,,0.978385325,6.6992,0,,11.24602374
1991-11-05,667.04,667.04,667.04,667.04,,0.995700979,6.6704,0,,11.24602374
1991-11-06,679.2,679.2,679.2,679.2,,1.018229791,6.792,0,,11.24602374
1991-11-07,679.42,679.42,679.42,679.42,,1.00032391,6.7942,1,1.003841512,11.28922547
1991-11-08,682.03,682.03,682.03,682.03,,1.003841512,6.8203,1,1.003856135,11.33275825
1991-11-09,684.66,684.66,684.66,684.66,,1.003856135,6.8466,1,0.992580259,11.24867212
1991-11-11,679.58,679.58,679.58,679.58,,0.992580259,6.7958,1,0.996983431,11.21473972
1991-11-12,677.53,677.53,677.53,677.53,,0.996983431,6.7753,0,,11.21473972
1991-11-13,675.85,675.85,675.85,675.85,,0.997520405,6.7585,0,,11.21473972
1991-11-14,673.35,673.35,673.35,673.35,,0.996300954,6.7335,0,,11.21473972
1991-11-15,667.84,667.84,667.84,667.84,,0.991817034,6.6784,0,,11.21473972
1991-11-16,665.65,665.65,665.65,665.65,,0.996720771,6.6565,0,,11.21473972
1991-11-18,663.75,663.75,663.75,663.75,,0.997145647,6.6375,0,,11.21473972
1991-11-19,656.01,656.01,656.01,656.01,,0.988338983,6.5601,0,,11.21473972
1991-11-20,668.13,668.13,668.13,668.13,,1.018475328,6.6813,1,0.994836334,11.15683056
1991-11-21,664.68,664.68,664.68,664.68,,0.994836334,6.6468,1,0.993921887,11.08901808
1991-11-22,660.64,660.64,660.64,660.64,,0.993921887,6.6064,1,0.999894042,11.08784311
1991-11-23,660.57,660.57,660.57,660.57,,0.999894042,6.6057,0,,11.08784311
1991-11-25,656.38,656.38,656.38,656.38,,0.993656993,6.5638,0,,11.08784311
1991-11-26,649.32,649.32,649.32,649.32,,0.989244035,6.4932,0,,11.08784311
1991-11-27,649.03,649.03,649.03,649.03,,0.999553379,6.4903,0,,11.08784311
1991-11-28,660.73,660.73,660.73,660.73,,1.018026902,6.6073,1,0.987498676,10.94923039
1991-11-29,652.47,652.47,652.47,652.47,,0.987498676,6.5247,1,0.99944825,10.94318916
1991-11-30,652.11,652.11,652.11,652.11,,0.99944825,6.5211,1,0.998972566,10.93194575
1991-12-02,651.44,651.44,651.44,651.44,,0.998972566,6.5144,0,,10.93194575
1991-12-03,643.93,643.93,643.93,643.93,,0.988471693,6.4393,0,,10.93194575
1991-12-04,631.59,631.59,631.59,631.59,,0.980836426,6.3159,0,,10.93194575
1991-12-05,621.04,621.04,621.04,621.04,,0.983296126,6.2104,0,,10.93194575
1991-12-06,635.17,635.17,635.17,635.17,,1.022752158,6.3517,0,,10.93194575
1991-12-07,619.88,619.88,619.88,619.88,,0.975927704,6.1988,0,,10.93194575
1991-12-09,615.7,615.7,615.7,615.7,,0.993256759,6.157,0,,10.93194575
1991-12-10,635.76,635.76,635.76,635.76,,1.032580802,6.3576,1,1.008478042,11.02462725
1991-12-11,641.15,641.15,641.15,641.15,,1.008478042,6.4115,1,1.019106293,11.23526701
1991-12-12,653.4,653.4,653.4,653.4,,1.019106293,6.534,1,0.99077135,11.13158066
1991-12-13,647.37,647.37,647.37,647.37,,0.99077135,6.4737,1,0.988182956,11.00003828
1991-12-14,639.72,639.72,639.72,639.72,,0.988182956,6.3972,0,,11.00003828
1991-12-16,630.45,630.45,630.45,630.45,,0.985509285,6.3045,0,,11.00003828
1991-12-17,623.4,623.4,623.4,623.4,,0.988817511,6.234,0,,11.00003828
1991-12-18,607.69,607.69,607.69,607.69,,0.974799487,6.0769,0,,11.00003828
1991-12-19,607.39,607.39,607.39,607.39,,0.999506327,6.0739,0,,11.00003828
1991-12-20,612.25,612.25,612.25,612.25,,1.008001449,6.1225,0,,11.00003828
1991-12-21,601.01,601.01,601.01,601.01,,0.981641486,6.0101,0,,11.00003828
1991-12-23,586.51,586.51,586.51,586.51,,0.975873946,5.8651,0,,11.00003828
1991-12-24,610.59,610.59,610.59,610.59,,1.041056418,6.1059,0,,11.00003828
1991-12-26,610.92,610.92,610.92,610.92,,1.000540461,6.1092,1,1.021786813,11.23969406
1992-01-03,624.23,624.23,624.23,624.23,,1.021786813,6.2423,1,1.041779472,11.70928255
1992-01-04,650.31,650.31,650.31,650.31,,1.041779472,6.5031,1,0.999677077,11.70550135
1992-01-06,650.1,650.1,650.1,650.1,,0.999677077,6.501,1,0.992570374,11.61853385
1992-01-07,645.27,645.27,645.27,645.27,,0.992570374,6.4527,1,0.969904071,11.26886329
1992-01-08,625.85,625.85,625.85,625.85,,0.969904071,6.2585,0,,11.26886329
1992-01-09,637.11,637.11,637.11,637.11,,1.017991532,6.3711,0,,11.26886329
1992-01-10,619.47,619.47,619.47,619.47,,0.972312474,6.1947,0,,11.26886329
1992-01-11,617.92,617.92,617.92,617.92,,0.997497861,6.1792,0,,11.26886329
1992-01-13,609.9,609.9,609.9,609.9,,0.987020974,6.099,0,,11.26886329
1992-01-14,616.12,616.12,616.12,616.12,,1.010198393,6.1612,0,,11.26886329
1992-01-15,604.63,604.63,604.63,604.63,,0.981351036,6.0463,0,,11.26886329
1992-01-16,610.19,610.19,610.19,610.19,,1.009195706,6.1019,1,1.010701585,11.38945798
1992-01-17,616.72,616.72,616.72,616.72,,1.010701585,6.1672,1,1.007280451,11.47237838
1992-01-18,621.21,621.21,621.21,621.21,,1.007280451,6.2121,1,1.020379582,11.70618065
1992-01-20,633.87,633.87,633.87,633.87,,1.020379582,6.3387,1,0.993894647,11.63471029
1992-01-21,630,630,630,630,,0.993894647,6.3,1,1.02584127,11.93536597
1992-01-22,646.28,646.28,646.28,646.28,,1.02584127,6.4628,1,1.032787646,12.32669853
1992-01-23,667.47,667.47,667.47,667.47,,1.032787646,6.6747,1,0.985872024,12.15254723
1992-01-24,658.04,658.04,658.04,658.04,,0.985872024,6.5804,1,1.009497903,12.26797095
1992-01-25,664.29,664.29,664.29,664.29,,1.009497903,6.6429,1,1.016288067,12.46779248
1992-01-27,675.11,675.11,675.11,675.11,,1.016288067,6.7511,1,0.986446653,12.29881216
1992-01-28,665.96,665.96,665.96,665.96,,0.986446653,6.6596,1,0.989969368,12.1754473
1992-01-29,659.28,659.28,659.28,659.28,,0.989969368,6.5928,0,,12.1754473
1992-01-30,664.13,664.13,664.13,664.13,,1.00735651,6.6413,0,,12.1754473
1992-01-31,680.51,680.51,680.51,680.51,,1.024663846,6.8051,1,1.015958619,12.36975063
1992-02-01,691.37,691.37,691.37,691.37,,1.015958619,6.9137,1,0.999233406,12.36026805
1992-02-06,690.84,690.84,690.84,690.84,,0.999233406,6.9084,1,1.000086851,12.36134155
1992-02-07,690.9,690.9,690.9,690.9,,1.000086851,6.909,1,1.000839485,12.37171871
1992-02-08,691.48,691.48,691.48,691.48,,1.000839485,6.9148,1,0.993781454,12.29478461
1992-02-10,687.18,687.18,687.18,687.18,,0.993781454,6.8718,0,,12.29478461
1992-02-11,674.32,674.32,674.32,674.32,,0.981285835,6.7432,0,,12.29478461
1992-02-12,664.23,664.23,664.23,664.23,,0.985036778,6.6423,0,,12.29478461
1992-02-13,656.49,656.49,656.49,656.49,,0.98834741,6.5649,0,,12.29478461
1992-02-14,658.63,658.63,658.63,658.63,,1.00325976,6.5863,0,,12.29478461
1992-02-15,647.71,647.71,647.71,647.71,,0.98342013,6.4771,0,,12.29478461
1992-02-17,640.14,640.14,640.14,640.14,,0.988312671,6.4014,0,,12.29478461
1992-02-18,638.22,638.22,638.22,638.22,,0.997000656,6.3822,0,,12.29478461
1992-02-19,648.13,648.13,648.13,648.13,,1.015527561,6.4813,1,0.976131332,12.00132447
1992-02-20,632.66,632.66,632.66,632.66,,0.976131332,6.3266,0,,12.00132447
1992-02-21,632.91,632.91,632.91,632.91,,1.000395157,6.3291,0,,12.00132447
1992-02-22,640.96,640.96,640.96,640.96,,1.012719028,6.4096,0,,12.00132447
1992-02-24,637.73,637.73,637.73,637.73,,0.994960684,6.3773,1,0.991124771,11.89480997
1992-02-25,632.07,632.07,632.07,632.07,,0.991124771,6.3207,0,,11.89480997
1992-02-26,621.42,621.42,621.42,621.42,,0.9831506,6.2142,0,,11.89480997
1992-02-27,624.36,624.36,624.36,624.36,,1.0047311,6.2436,0,,11.89480997
1992-02-28,614.99,614.99,614.99,614.99,,0.984992632,6.1499,0,,11.89480997
1992-02-29,612.5,612.5,612.5,612.5,,0.995951154,6.125,0,,11.89480997
1992-03-02,620.65,620.65,620.65,620.65,,1.013306122,6.2065,0,,11.89480997
1992-03-03,615.92,615.92,615.92,615.92,,0.992378958,6.1592,1,1.023623198,12.17580341
1992-03-04,630.47,630.47,630.47,630.47,,1.023623198,6.3047,1,0.98217203,11.95873356
1992-03-05,619.23,619.23,619.23,619.23,,0.98217203,6.1923,0,,11.95873356
1992-03-06,626.09,626.09,626.09,626.09,,1.011078275,6.2609,1,0.997444457,11.9281725
1992-03-07,624.49,624.49,624.49,624.49,,0.997444457,6.2449,0,,11.9281725
1992-03-09,628.02,628.02,628.02,628.02,,1.005652613,6.2802,1,0.985717015,11.7578026
1992-03-11,619.05,619.05,619.05,619.05,,0.985717015,6.1905,0,,11.7578026
1992-03-12,619.11,619.11,619.11,619.11,,1.000096923,6.1911,0,,11.7578026
1992-03-13,614.58,614.58,614.58,614.58,,0.992683045,6.1458,0,,11.7578026
1992-03-14,609.45,609.45,609.45,609.45,,0.991652836,6.0945,0,,11.7578026
1992-03-16,608.36,608.36,608.36,608.36,,0.998211502,6.0836,0,,11.7578026
1992-03-17,615.19,615.19,615.19,615.19,,1.011226905,6.1519,1,0.998650823,11.74193924
1992-03-18,614.36,614.36,614.36,614.36,,0.998650823,6.1436,1,0.99724917,11.70963916
1992-03-19,612.67,612.67,612.67,612.67,,0.99724917,6.1267,1,1.004439584,11.76162509
1992-03-20,615.39,615.39,615.39,615.39,,1.004439584,6.1539,1,1.003103723,11.79812992
1992-03-21,617.3,617.3,617.3,617.3,,1.003103723,6.173,1,1.011064312,11.92866811
1992-03-23,624.13,624.13,624.13,624.13,,1.011064312,6.2413,1,0.973883646,11.61713479
1992-03-25,607.83,607.83,607.83,607.83,,0.973883646,6.0783,0,,11.61713479
1992-03-26,611.7,611.7,611.7,611.7,,1.006366912,6.117,0,,11.61713479
1992-03-27,617.38,617.38,617.38,617.38,,1.009285598,6.1738,0,,11.61713479
1992-03-28,602.66,602.66,602.66,602.66,,0.97615731,6.0266,0,,11.61713479
1992-03-30,597.69,597.69,597.69,597.69,,0.991753227,5.9769,0,,11.61713479
1992-03-31,606.32,606.32,606.32,606.32,,1.014438923,6.0632,0,,11.61713479
1992-04-01,599,599,599,599,,0.987927167,5.99,0,,11.61713479
1992-04-02,585.67,585.67,585.67,585.67,,0.977746244,5.8567,0,,11.61713479
1992-04-03,596.39,596.39,596.39,596.39,,1.018303823,5.9639,0,,11.61713479
1992-04-04,589.83,589.83,589.83,589.83,,0.989000486,5.8983,0,,11.61713479
1992-04-06,590.02,590.02,590.02,590.02,,1.000322127,5.9002,1,0.981475204,11.40192974
1992-04-07,579.09,579.09,579.09,579.09,,0.981475204,5.7909,0,,11.40192974
1992-04-08,572.97,572.97,572.97,572.97,,0.989431695,5.7297,0,,11.40192974
1992-04-09,575.98,575.98,575.98,575.98,,1.005253329,5.7598,0,,11.40192974
1992-04-10,569.65,569.65,569.65,569.65,,0.989010035,5.6965,0,,11.40192974
1992-04-11,576.11,576.11,576.11,576.11,,1.011340297,5.7611,1,1.003610422,11.44309552
1992-04-13,578.19,578.19,578.19,578.19,,1.003610422,5.7819,1,0.995451322,11.39104456
1992-04-14,575.56,575.56,575.56,575.56,,0.995451322,5.7556,1,1.004430468,11.44151222
1992-04-15,578.11,578.11,578.11,578.11,,1.004430468,5.7811,1,1.015948522,11.62398743
1992-04-16,587.33,587.33,587.33,587.33,,1.015948522,5.8733,1,1.000664022,11.63170601
1992-04-17,587.72,587.72,587.72,587.72,,1.000664022,5.8772,1,1.000119104,11.6330914
1992-04-18,587.79,587.79,587.79,587.79,,1.000119104,5.8779,1,1.000034026,11.63348722
1992-04-20,587.81,587.81,587.81,587.81,,1.000034026,5.8781,1,1.001190861,11.64734109
1992-04-21,588.51,588.51,588.51,588.51,,1.001190861,5.8851,1,0.992710404,11.56243668
1992-04-22,584.22,584.22,584.22,584.22,,0.992710404,5.8422,0,,11.56243668
1992-04-23,582.87,582.87,582.87,582.87,,0.997689227,5.8287,0,,11.56243668
1992-04-24,595.88,595.88,595.88,595.88,,1.022320586,5.9588,1,0.99832181,11.54303271
1992-04-25,594.88,594.88,594.88,594.88,,0.99832181,5.9488,1,1.022155729,11.79877701
1992-04-27,608.06,608.06,608.06,608.06,,1.022155729,6.0806,1,0.982205703,11.58882607
1992-04-28,597.24,597.24,597.24,597.24,,0.982205703,5.9724,1,1.025919228,11.88919951
1992-04-29,612.72,612.72,612.72,612.72,,1.025919228,6.1272,1,1.005304217,11.9522624
1992-04-30,615.97,615.97,615.97,615.97,,1.005304217,6.1597,1,1.007143205,12.03763986
1992-05-01,620.37,620.37,620.37,620.37,,1.007143205,6.2037,1,0.991263278,11.93247035
